return_pct,final_value,cash,halted,trades,reset,order_pct,ETH_sweep,ETH_steps,BNB_sweep,BNB_steps,SOL_sweep,SOL_steps
64.32104983993926,49296.31495198178,34790.65408234256,False,215,24.0,0.08,0.2,8,0.15,8,0.2,4
64.32104983993926,49296.31495198178,34790.65408234256,False,215,48.0,0.08,0.2,8,0.15,8,0.2,4
64.32104983993926,49296.31495198178,34790.65408234256,False,215,,0.08,0.2,8,0.15,8,0.2,4
64.32104983993926,49296.31495198178,34790.65408234256,False,215,168.0,0.08,0.2,8,0.15,8,0.2,4
64.31403283274233,49294.2098498227,32920.04763458768,False,320,24.0,0.1,0.06,4,0.06,8,0.2,4
64.31403283274233,49294.2098498227,32920.04763458768,False,320,168.0,0.1,0.06,4,0.06,8,0.2,4
64.31403283274233,49294.2098498227,32920.04763458768,False,320,,0.1,0.06,4,0.06,8,0.2,4
64.31403283274233,49294.2098498227,32920.04763458768,False,320,48.0,0.1,0.06,4,0.06,8,0.2,4
64.27109072434527,49281.32721730358,34790.67232239093,False,225,168.0,0.08,0.2,8,0.2,12,0.2,4
64.27109072434527,49281.32721730358,34790.67232239093,False,225,,0.08,0.2,8,0.2,12,0.2,4
64.27109072434527,49281.32721730358,34790.67232239093,False,225,24.0,0.08,0.2,8,0.2,12,0.2,4
64.27109072434527,49281.32721730358,34790.67232239093,False,225,48.0,0.08,0.2,8,0.2,12,0.2,4
64.20954712572701,49262.864137718105,25632.218549715195,False,184,48.0,0.1,0.2,8,0.15,8,0.2,4
64.20954712572701,49262.864137718105,25632.218549715195,False,184,,0.1,0.2,8,0.15,8,0.2,4
64.20954712572701,49262.864137718105,25632.218549715195,False,184,168.0,0.1,0.2,8,0.15,8,0.2,4
64.20954712572701,49262.864137718105,25632.218549715195,False,184,24.0,0.1,0.2,8,0.15,8,0.2,4
64.19574741755267,49258.7242252658,28851.12535440539,False,297,,0.1,0.15,8,0.06,8,0.2,4
64.19574741755267,49258.7242252658,28851.12535440539,False,297,48.0,0.1,0.15,8,0.06,8,0.2,4
64.19574741755267,49258.7242252658,28851.12535440539,False,297,24.0,0.1,0.15,8,0.06,8,0.2,4
64.19574741755267,49258.7242252658,28851.12535440539,False,297,168.0,0.1,0.15,8,0.06,8,0.2,4
