return_pct,final_value,cash,halted,trades,reset,order_pct,counter_m,ETH_sweep,BNB_sweep,SOL_sweep
11.204543369020733,33361.36301070622,661.7853231126019,False,110,,0.1,4.0,0.06,0.06,0.2
11.204543369020733,33361.36301070622,661.7853231126019,False,110,96.0,0.1,4.0,0.06,0.06,0.2
11.204543369020733,33361.36301070622,661.7853231126019,False,110,48.0,0.1,4.0,0.06,0.06,0.2
11.199744645375224,33359.92339361257,2233.6080808264014,False,191,,0.1,2.0,0.06,0.06,0.2
11.199744645375224,33359.92339361257,2233.6080808264014,False,191,48.0,0.1,2.0,0.06,0.06,0.2
11.199744645375224,33359.92339361257,2233.6080808264014,False,191,96.0,0.1,2.0,0.06,0.06,0.2
11.179313233739546,33353.793970121864,85.58349233576382,False,136,96.0,0.1,4.0,0.15,0.06,0.3
11.179313233739546,33353.793970121864,85.58349233576382,False,136,,0.1,4.0,0.15,0.06,0.3
11.179313233739546,33353.793970121864,85.58349233576382,False,136,48.0,0.1,4.0,0.15,0.06,0.3
11.06303593179992,33318.910779539976,2152.55927099414,False,185,48.0,0.1,2.0,0.1,0.06,0.1
11.06303593179992,33318.910779539976,2152.55927099414,False,185,96.0,0.1,2.0,0.1,0.06,0.1
11.06303593179992,33318.910779539976,2152.55927099414,False,185,,0.1,2.0,0.1,0.06,0.1
11.05029321336927,33315.08796401078,337.0508929173716,False,140,48.0,0.1,3.0,0.06,0.06,0.3
11.05029321336927,33315.08796401078,337.0508929173716,False,140,,0.1,3.0,0.06,0.06,0.3
11.05029321336927,33315.08796401078,337.0508929173716,False,140,96.0,0.1,3.0,0.06,0.06,0.3
11.044247572047412,33313.274271614224,18143.120885560726,False,185,,0.05,3.0,0.1,0.08,0.3
11.044247572047412,33313.274271614224,18143.120885560726,False,185,96.0,0.05,3.0,0.1,0.08,0.3
11.044247572047412,33313.274271614224,18143.120885560726,False,185,48.0,0.05,3.0,0.1,0.08,0.3
10.988321804315127,33296.49654129454,18260.11669747014,False,145,48.0,0.05,4.0,0.1,0.08,0.3
10.988321804315127,33296.49654129454,18260.11669747014,False,145,96.0,0.05,4.0,0.1,0.08,0.3
10.988321804315127,33296.49654129454,18260.11669747014,False,145,,0.05,4.0,0.1,0.08,0.3
10.98622581127381,33295.86774338214,267.6496811488255,False,126,96.0,0.1,4.0,0.1,0.06,0.3
10.98622581127381,33295.86774338214,267.6496811488255,False,126,,0.1,4.0,0.1,0.06,0.3
10.98622581127381,33295.86774338214,267.6496811488255,False,126,48.0,0.1,4.0,0.1,0.06,0.3
10.854553266114065,33256.36597983422,13264.380897093231,False,250,,0.05,3.0,0.06,0.06,0.3
10.854553266114065,33256.36597983422,13264.380897093231,False,250,48.0,0.05,3.0,0.06,0.06,0.3
